CPU,Cores,Threads,Iteration,Time
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,128,2,34734902
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,128,3,34671877
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,128,4,36194274
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,128,5,35255336
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,129,1,35643009
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,129,2,35320904
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,129,3,35012630
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,129,4,34922219
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,129,5,35336937
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,130,1,34684643
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,130,2,35191985
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,130,3,35058577
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,130,4,35037906
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,130,5,35132296
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,131,1,34578266
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,131,2,35273954
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,131,3,34903969
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,131,4,35952254
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,131,5,35471265
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,132,1,36185873
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,132,2,34830011
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,132,3,34470266
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,132,4,35112186
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,132,5,36406055
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,133,1,34739312
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,133,2,35751636
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,133,3,35262593
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,133,4,32937569
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,133,5,35647072
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,134,1,34838371
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,134,2,34766718
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,134,3,35322535
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,134,4,35006943
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,134,5,36462297
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,135,1,35803866
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,135,2,34638834
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,135,3,33870008
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,135,4,35089061
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,135,5,34333467
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,136,1,36554970
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,136,2,35220993
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,136,3,35382992
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,136,4,35899487
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,136,5,35115508
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,137,1,36339298
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,137,2,34638518
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,137,3,34939616
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,137,4,35077213
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,137,5,34776816
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,138,1,35995819
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,138,2,34828884
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,138,3,36683842
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,138,4,34611814
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,138,5,34831719
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,139,1,35990211
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,139,2,34392770
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,139,3,34440637
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,139,4,35161668
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,139,5,34656973
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,140,1,36481616
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,140,2,35802604
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,140,3,35096817
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,140,4,35565937
11th Gen Intel(R) Core(TM) i7-11700K @ 3.60GHz,16,140,5,35230414
